mbid	thedomid	thename	location	explanation
669dc35dbcdb	UP6P1616	Tie_Fighter	64-23	a first person shooter, only your flying a Tie Fighter!
789b9a06d28e	TP4P0301	Tiger	-	-
fed883ea1890	TL9H6047	Tigermussling	86-60	NULL
97bd1f33fc96	TP8Y5019	Tigers_Eye	08-54	NULL
ed4e1a9696a3	UP6P1788	Tiger_Cowrie	61-21	NULL
331f4453211e	TP8P3601	Tignes	22-04	NULL
149fae900a00	AP6P1114	Tigra_Top	71-63	car with removable roof sections and a rollbar behind the seats
e217cba4c9f3	TP8P3377	Tigris_River	19-36	NULL
fe9e1a827b77	TP7Y4643	Tikhon	20-40	NULL
6f45a7995488	TP6H7643	Tillberga	77-38	NULL
6d8731f83010	TP7P2147	Tilsit	76-04	NULL
6ff7fc507f66	TP7P2305	Timbisha_Nation	52-38	NULL
100d5710e313	UP7Y4916	Timed	13-19	NULL
c3d445981e16	UP7Y4656	Timofey	20-47	NULL
6188b0256a7c	UP8P3218	Timpani	05-13	NULL
89d9386b8bf9	SCUBE007	Siberut	2023-07	NULL
840c09040f35	TP7Y4653	Tim_Lyons	45-28	NULL
dcdf977fd4b5	UP7P2172	Tinker_Bell	62-35	NULL
377b1239e26a	UP8P3176	Tin_Snips	41-01	NULL
711a7ddeb37b	AP5H0237	Tippen	57-58	-
d2c6b1cc481d	AP6P1149	Tippy_Top	64-63	very highest point
8c7b03a07541	AP6P1120	Tip_Top	72-62	very well or excellent
cfec85c63a06	TP7P2655	Tir	11-54	NULL
db1e70235dd2	TP7P2693	Tishrei	11-24	NULL
86fe012ee332	UP7P2702	Titanic	04-23	NULL
227a98ab9a22	UP4P0152	Titanium	-	-
0afc35719647	TP7H8085	Tiw	10-14	NULL
f2a1bcc12405	UP7P2602	Tlalim	31-03	NULL
4c59eb30ab3d	UP6Y4360	Tlaloc	65-01	NULL
4ccf8b41d53b	UP6Y4340	Tlaltecutli	78-09	NULL
965883cfbedb	TP5P0879	Tobaccophilia	39-26	-
807b30914678	UP7P2318	Tocobaga_Tribe	62-31	NULL
0d5f2aaa6a9f	AP7P2025	Toes	06-61	NULL
2c5bf45ca479	AP4P0068	Tofe	39-64	-
bd1f12330030	UP7Y4616	Toguchin	55-37	NULL
0af1d2727f85	TP6Y4293	Tohil	66-16	NULL
6e36d2f2af1a	UL9P6634	Toilet_Snail	81-27	NULL
1857f1ea0f71	UP7H8234	Tolk	34-29	NULL
9e9d337a14a1	TP8Y5141	Tollensesee	23-14	NULL
06cfb390ec7c	UP4P0124	Tomato	-	-
c6b6ad6eee4b	TP8P3523	Tommasini	02-56	NULL
4bee2bab54fa	UP7P2110	Tomme_De_Savoie	76-17	NULL
d0d1f175d948	TP5P0635	Tomophobia	66-48	-
daf4b93d5fca	UP5P0730	Tom_Ham	45-21	-
1814d9614bc6	TP7P2375	Tom_Terrific	17-32	NULL
91f8fabbdc1e	TP8P3185	Tom_Tom	05-48	NULL
5bd9cf7a7bc4	SCUBE008	Qamea	2023-08	NULL
83a3988d5050	UP6Y4330	Tonatiuh	72-29	NULL
aec511cfcfb8	TP6H7729	Tonfisk	68-24	NULL
ee645dfd4f75	TP6P1889	Tongatapu	76-34	NULL
0015e1a057ab	AP7P2031	Tongue	18-63	NULL
5908f24b2a81	UP6P1400	Tonk_Card	64-31	A card Game
b8e4bc5b021b	UP9P3740	Toot	22-45	NULL
488e1c575627	TP5P1015	Topeka	40-06	-
66504b293808	TP4P0303	Topi	21-04	-
076f792e7a20	TP5P0771	Topology	49-14	-
8e7008deff55	TP6P1417	Top_Trumps	47-18	A card Game
5305cb4289be	UP7H8086	Tor	15-51	NULL
a9415057e995	UL9H6184	Tordyvel	85-49	NULL
53764a27a084	TP5P0543	Tornado	40-02	-
2389f17ede06	TP5H0211	Tornseglare	52-46	-
f2e756f1b5f2	UP5P1054	Torquoise	69-57	a color
10c3ce40b938	UP9P3898	Torrential	79-13	NULL
f996d1619feb	UP8P3340	Torrey_Pines	27-51	NULL
62ad7ca319a1	UP6H7730	Torsk	68-05	NULL
80134b136c39	TP5H0187	Torsvik	40-24	-
d54044599535	UP4P0140	Tortellini	40-57	-
e618b221c73c	TL8H6005	Torvhjorttryffel	81-38	NULL
0c7664af11f5	UP5H0212	Tottby	57-51	-
d04bbe33cae6	TP8P3311	Touabire	27-04	NULL
e58f9a082602	TP6P1259	Touchmenot	56-14	A Flower
78e0ec88d0ac	TP6P1763	Toumai_Air_Tchad	61-22	Chad national airline
2ab80e58b787	TP8Y5001	Tourmaline	42-14	NULL
dba7e1d03976	TP7Y4509	Tournedix	12-46	NULL
882f452eba8f	TP5P0767	Toxicology	40-04	-
cecd26917d4f	TP5P0663	Toxicophobia	54-34	-
5d6350fb0136	UP9P3844	Toxodon	32-55	NULL
44c16f980468	UP5Y0226	Toyota_Celica	67-01	-
60ce5decddd8	UP6P1680	To_Kill_A_Mockingbird	69-01	Film adaptation of the classic novel
417caa4c4351	UP5Y0122	Trabant	40-59	-
47e3788a283d	TP7Y4913	Trace	23-40	NULL
d6a14f9353e3	TP7P2497	Track_And_Field	36-28	NULL
b5f7530e95da	TP5P0539	Trade_Wind	29-46	-
7181628bf4bf	UP7Y4514	Tragicomix	60-53	NULL
2d19f6709412	AP6P1102	Train_Stop	77-63	Also known as Bahnhof
dd326db4fdad	AP6P1118	Tram_Stop	73-63	a stop
a979e9acaf2e	TP5H0119	Trana	46-06	-
3b46806c6b9b	TP7H8183	Tranan	23-54	NULL
389532c4460a	TP7P2417	Transitone_Radio	17-04	NULL
6017ac887310	TP7Y4743	Trapezium	36-40	NULL
32bb0201e5a7	UP4P0166	Trappist	21-07	-
abd99cb9bf69	UP8Y5138	Trappista	43-19	NULL
3ec9d05fddda	TP5P0621	Trasgu	67-44	-
d6ab8075e2fb	TP5H0125	Trast	72-52	-
1357eacec2bb	TP5P0819	Traumatology	71-48	-
557dbb53c5de	TP5P0815	Traumatophilia	38-44	-
0d088b83ed77	UP8Y5152	Trebelsee	51-25	NULL
25aa1596894b	UP8P3530	Trek	27-29	NULL
820de71db4de	TP5H0247	Trekanten	59-04	-
ba088ea10a64	TP5P0935	Trenton	71-50	-
eb88973db616	TP5Y0083	Treptower_Park	18-38	-
78d13780d12f	UP7H8156	Triangeln	33-11	NULL
02dcd49582cc	SCUBE032	Tutuila	2023-32	NULL
04ae0813627f	TP8P3227	Triangle	41-06	NULL
44f23d7ce700	UP7Y4554	Tricasses	60-31	NULL
7c31abe464db	TP7Y4587	Tricastini	70-24	NULL
3f48845900d0	TP5P0707	Trichopathophobia	39-04	-
9bc7b6bc3d55	TP5P0743	Trichophilia	65-56	-
f82b25bb2fff	TP6P1347	Trifid	73-50	Located in Sagittarius. The nebulas name means divided into three lobes.
8ce4556a93d3	TP6Y4275	Trimurti	66-36	Indian Gods and legendary heroes
39139103a02f	TP4P0147	Trinitrotoluene	-	-
fac5284c8165	TP4P0167	Tripel	30-28	-
7a599f9a8bbe	TP7Y4747	Triquetrum	18-46	NULL
9ad0af81d290	TL9P6647	Trisolian	80-40	NULL
acce9a2e9b1e	TP6P1689	Triton	61-20	NULL
1fd2da895fe8	UP8P3660	Trivial_Pursuit	14-13	NULL
e4dcd42aa5dc	TP6P1533	Troff	60-28	document processing system developed by ATT
252712fecb85	TP5P0617	Troll	2021-06	NULL
558798a250a5	TP5P0727	Tropophilia	39-54	-
1e2d5852a05d	TP4H0059	Trosa	-	-
933da7f3740e	UP7P2518	Trottwaar	34-09	NULL
12b78d1cea33	TP8P3623	Trouble	01-02	NULL
4aa1f4ea5c2f	TP8P3135	Trowel	41-26	NULL
17947b9e5c75	AP6P1183	Troy	32-64	NULL
37e4040b614a	TP5H0193	Trut	37-20	-
2453a4d6efa3	UP7H8228	Tryckare	15-39	NULL
428b3be9a722	TL8H6007	Tryffelmurkla	81-36	NULL
361012673fd2	UP5P1060	Trypanosomiasis	78-17	-
d4b05c67ce19	AP4P0069	Tsubugai	39-63	-
ba0618025f12	UL8P6500	Tsuki_Usagi	36-51	NULL
7af8855f7003	UP8P3394	Tsurcana	02-51	NULL
1742f3b06ec1	UP8P3504	Tube_Socks	14-43	NULL
5cdfbc416703	UP6P1722	Tube_Sponge	61-45	NULL
b91a2f8040a7	AP6P1144	Tube_Top	73-61	womens shoulderless shirt relying on elasticity to stay in place
197b06a0f8c3	UP8P3266	Tubular_Bells	13-39	NULL
d2daacf92c3a	SCUBE033	Uepi	2023-33	NULL
8da452c4f1b0	TP4P0305	Tuco_Tuco	64-02	-
1c71a5d6034c	TP7H8157	Tukanen	34-54	NULL
85bef60e26d2	UP6P1268	Tulip	46-27	A Flower
98a02fd6dbbb	TP5H0183	Tullinge	40-16	-
ee04fa60a7c2	UP8Y5102	Tulse	08-19	NULL
5e6049f022e2	UP4H0056	Tumba	-	-
61c0b1509eb4	TP4H0057	Tungelsta	25-58	-
7e982f3a20e5	TP6P1847	Tunicate	53-40	NULL
96ca3b96d5c7	UP8P3390	Tunis	09-31	NULL
917eed4d41d0	UP7Y4804	Turandot	06-43	NULL
1e1f32586a0d	TP8P3271	Turnberry	19-22	NULL
412c0416416e	UP7Y4546	Turones	70-31	NULL
7eb4dfe7d988	TP5P0699	Turophilia	59-28	-
0a7e6a21af15	TP8Y4965	Turquoise	23-24	NULL
918e3221a3ff	UP6P1362	Turtle_Nebula	77-53	Appears to be a turtle swallowing a seashell.
12bffeb3f5da	UP5H0232	Turturduva	37-37	-
0d05f0befccd	TP7P2307	Tuscarora_Nation	52-54	NULL
09930ccfb164	UL9H6144	Tusende	85-27	NULL
f2f9eaa70e48	TP6Y4453	Tu_Ti	78-10	Chinese gods and mythical heroes
88ce18beda45	UP8Y5144	Tvaroh	51-35	NULL
e89fa8119ac6	UP7H8158	Tvillingarna	24-49	NULL
51b5d1b3e1a9	TP7P2791	TWA_Flight_800	11-44	NULL
9fd9ceeb21d8	UP6P1320	Twin_Jet	72-09	The bipolar planetary nebula has a particular form of twin lobes of material that emanates from a central star, giving it its name.
b6735e6efb7c	TP8P3613	Twister	01-42	NULL
3e4c0823192d	TP7P2505	Two_Face	41-14	NULL
21f095a7fa5e	TP5P0503	Typhoonish	74-06	-
52e182d94695	TP5P0965	Typhus	65-14	-
eaa26420c97c	TP7H8087	Tyr	10-12	NULL
828f81952f68	UP6Y4338	Tzinteotl	66-05	NULL
93728135e247	TP5H0199	T_Centralen	59-52	-
81dceca4153a	AP6P1117	T_Stop	54-62	a stop
811227c3746c	TP4P0307	Uakari	38-06	-
fa7442b16632	UP7Y4944	Uars	13-13	NULL
9a1b6640e1f7	UP8Y5174	Uckleysee	33-07	NULL
5956b95af870	UP6H7630	Uddevalla	34-23	NULL
a78e303667ac	TP8P3235	Udu	19-58	NULL
257776196e72	TP5H0195	Uggla	57-10	-
4abe48b5d75e	TP7H8159	Ugnen	24-10	NULL
b370dc3b45d3	TP6Y4507	Uhlakanyana	60-44	African Gods and Legendary Heroes
3150e8f8e6b4	TP5P0565	Ukoyish	67-38	-
4bbc2fb84ec6	UP6H7632	Ullared	53-41	NULL
b93a3fac64c3	TP7P2221	Ulmo	17-02	NULL
e963abdc79dd	TP7Y4681	Ulna	36-20	NULL
33fa088e6fc5	UP6H7634	Ulricehamn	68-21	NULL
3321e5d5abbe	TP5H0249	Ulriksdal	47-52	-
064edf2068bb	TP7P2551	Ultimate_Avengers	10-08	NULL
8aa76499b7aa	TP7P2421	Ultramar_Radio	05-50	NULL
0b5dc6a92170	AP4P0075	Unagi	39-62	-
5b486b95e551	UP6H7638	Unbyn	68-37	NULL
c22032943c3d	TP7Y4583	Unelli	61-48	NULL
51bd2645e43c	TP8P3417	Ungaretti	02-38	NULL
01b58e0fbf01	TSLSyn01	UngDOM	-	a chieftain or nobleman in Scandinavia
d1764ca54212	TP7P2255	Ungoliant	09-28	NULL
c80b79e1a8b7	AP4P0061	Uni	21-62	-
770a69b0b93e	TP5P0557	Unicorn	39-42	-
6e4fc4ee744a	UP8P3528	Univega	19-47	NULL
88119554cfb5	TP5H0169	Universitet	50-58	-
231a7f9e235c	TP8P3305	University_Ridge	37-28	NULL
703a2326e0f5	TP6P1375	UNO_Card	65-54	A card Game
aaaabc1deec3	TP5Y0133	Unterden_Linden	50-42	-
bbc2ff970966	UP6P1852	Upolu	76-41	NULL
636e5ea73b1d	UP6H7640	Uppland	68-17	NULL
e81288517643	UP6H7606	Upplandskubb	68-49	NULL
e5b192b6450b	TP4H0062	Uppsala	37-58	-
b7e50741d3a0	UV4P0040	Uranus	-	-
d05b09bcd864	UP7H8104	Urd	80-29	NULL
ace3174f334d	UP7P2580	Urim	80-55	NULL
10b1aadbe2c0	TP5P0571	Urisk	72-44	-
64b2d010efce	TP5P0803	Urology	59-58	-
0cae98d7e7af	UP7Y4784	Uromys_Rex	27-25	NULL
548e79c3c0a7	TP5P0711	Urophobia	40-46	-
c5d2e4ffa6b3	UP6H7642	Urshult	68-47	NULL
33617669fbe8	TP8Y5173	Useriner_See	15-08	NULL
3d19e378ed64	UP8P3358	Ushant	09-53	NULL
639be13366ff	UP7P2720	USS_Thresher	28-15	NULL
04234103b968	TP7Y4655	Ustinya	51-40	NULL
ca76eeb18aea	UP5P0960	Utah	66-11	-
6218fdaeaf4b	TP7P2347	Ute_Nation	52-34	NULL
647cfac37b23	UP6Y4504	Uthlanga	-	African Gods and Legendary Heroes
5800693e8dd0	UP6H7720	Utter	17-51	NULL
7f5ce8a749f0	UP6P1430	Utukok_River	67-05	NW Alaska; rises in Brooks Range
6956d6948f39	TP5H0191	Uv	35-36	-
99e470669879	UP6Y4456	UW_Platteville	17-07	Chinese gods and mythical heroes
bc384a0af09e	TP8P3479	Vail	14-20	NULL
2b9aa9504c5c	UP7P2646	Vaisakha	11-35	NULL
384880e3d850	TP7H8057	Vajer	18-14	NULL
efed31d0568d	TP7H8061	Vakt	12-18	NULL
8c5f5619b357	UP5H0194	Vaktel	57-37	-
bdb1ab282fe2	UP8Y5126	Valdeo	43-37	NULL
637694fcfc8c	UP7H8088	Vale	20-01	NULL
ced315d9a5cd	UP7H8160	Valfisken	42-11	NULL
b6cf4c4b1210	UP8P3344	Valhalla	27-41	NULL
b89dc0775d04	UP7P2258	Valimar	16-03	NULL
4e7d10ac215e	UP7P2250	Valinor	41-35	NULL
3a67da71d61d	TP8P3605	Val_dIsere	22-12	NULL
5ef2c27326e9	AP5P0408	Vampire	-	-
bd5d5c81dbc5	UL9P6642	Vampire_Slug	84-29	NULL
f85c7530c973	UP4P0158	Vanadium	21-55	-
de52e2338826	UP7P2724	Vanguard_Rocket	04-31	NULL
aed7f9efe804	UP7H8058	Vant	12-45	NULL
87c5c26b7be9	TP7H8059	Vantskruv	37-42	NULL
bdb9c79292da	UP7H8060	Vantspridare	20-25	NULL
b858b0803262	TP6P1901	Vanua_Levu	54-60	NULL
929663bdd2d1	UP7P2234	Vanyar	09-29	NULL
8aba624fb624	TP8P3331	Van_Rooy	02-40	NULL
20dca7d5a9e5	TP4P0309	Vaquita	46-12	-
9e54ed3e9a3c	TP7P2725	Vaquita_Porpoise	13-22	NULL
942ef6623ac6	TP5P0531	Vardar	50-32	-
95765f3e6f21	TP6H7721	Varg	80-46	NULL
84f5786881e3	TP7H8161	Vargen	33-08	NULL
04affe9a859c	TP6P1815	Varig_TAM	74-04	Brazil national airline
5a82edc5d807	TP6Y4295	Varuna	20-42	Indian Gods and legendary heroes
b09caeb1099a	TP7Y4621	Varvara	12-16	NULL
b8671e8e3583	UP7P2726	Vasa	11-43	NULL
2b3e74c5651f	UP6P1724	Vase_Sponge	53-49	NULL
aad6be1e5b5f	TP7Y4633	Vasiliy	12-44	NULL
efecee1d90a3	UP7H8062	Vaterbom	06-25	NULL
23567996b16f	UP7H8162	Vattenormen	24-15	NULL
99e187ec7df8	UP5H0242	Vattenrall	78-29	-
140ca7495efb	TP7H8163	Vattumannen	23-18	NULL
69ac42ed738e	TP6P1885	Vavau	55-08	NULL
f63134b7d37a	TP4H0052	Vaxholm	38-36	-
5e14b191f052	TP7H8089	Ve	10-34	NULL
82c856c13c38	UL9H6052	Vedlavklubba	82-35	NULL
4db36c359f58	TP7H8189	Vega	23-50	NULL
56660d4e1342	UP6P1324	Veil	72-27	Notorious for being difficult to see.
eec2bf39c9f1	UP7Y4544	Vellavi	60-19	NULL
858a79abc807	TP4Y0027	Veltins	21-18	-
ceecbbd7a22c	UP7P2116	Venaco	76-37	NULL
0a9efd40d9cf	AP8P3006	Venera	35-63	NULL
931d139aa65d	UP7P2536	Venom	28-59	NULL
a97f758a8ec1	TV4P0037	Venus	-	-
ccaf7c349519	TP7Y4651	Vera	12-38	NULL
0e461bc1b183	TP8P3571	Verbier	14-40	NULL
d19c0eb6643f	TP7H8105	Verdandi	10-40	NULL
f21c7d75f590	TP8P3433	Verga	02-32	NULL
31a2f87ad3b3	UP6P1536	Verilog	55-25	hardware description language with similar syntax to C
08b13a790a37	TP4P0107	Vermicelli	49-56	-
08f71471129a	UP5P0942	Vermont	18-37	-
25fba7780379	TP8Y5041	Vervain	51-48	NULL
bb0d00af8ba6	UP6H7722	Vessla	68-03	NULL
c1feb3fc3cd2	TP5P0703	Vestiphobia	39-32	-
f15582288359	TP8Y5043	Vetiver	42-54	NULL
0b4eb6552345	TP5P0733	Vexillology	54-20	-
50f051e9f960	UP8P3262	Vibraphone	05-09	NULL
e8933be1bf50	SCUBE035	Wilhelmoya	2023-35	NULL
06b10fbbf238	TP8P3115	Vice_Grips	41-50	NULL
3a3067612ace	TP5P0731	Victimology	50-28	-
6a8515c05d32	UP7P2412	Victor_Radio	31-31	NULL
af6f51ac422c	UP8P3360	Vicuna	27-07	NULL
4551b0876681	UP7H8090	Vidar	28-27	NULL
c33f41d50306	TL9H6017	Videsticka	80-30	NULL
b0a9ca00eab1	UP5H0196	Vigg	52-55	-
f5a956b102e8	UP6H7752	Vikare	80-47	NULL
eb97b940d9dd	AP8P3005	Viking	24-63	NULL
959d4a0a5f66	TP6H7723	Vildsvin	68-54	NULL
4b3c3b90e950	TP7H8091	Vile	10-58	NULL
a91cd0fb2aac	TP8P3435	Villani	02-28	NULL
1093b1b2c264	UP7P2274	Vilya	36-07	NULL
6cf46d8b3f5e	TP7P2579	Vilzbach	05-40	NULL
325ed5813924	UP8Y5184	Vilzsee	23-47	NULL
b9fc5b66c881	TP7H8063	Vinda	12-02	NULL
b8c78a47cf2c	UP7H8184	Vinkelhaken	42-03	NULL
470630621d5b	AP6P1186	Vinson_Massif	24-62	NULL
f2bcc35034e5	TP6P1605	Violet	69-38	a color
657f244d0926	TL9H6035	Violgubbe	81-04	NULL
dffd12fab46c	TP8P3419	Virgilius	19-32	NULL
a809b636d4c7	UP5P0962	Virginia	70-37	-
77de625d9682	UK4P0055	Virgo	-	-
a5bc3d83770a	TP5P0751	Virology	66-02	-
e9558175b972	UP6Y4412	Vischnu	73-17	Indian Gods and legendary heroes
2b8c2f0c4ef1	TP8P3147	Vise	05-04	NULL
9bc72c6ea776	TP5H0163	Visinge	39-06	-
b7a6999072a6	UP6P1534	Visual_Basic	70-53	event driven BASIC-like language for the Windows platform
2ab09bb7edba	TP8P3269	Vitense	37-46	NULL
5502145143c0	TP6H7731	Vitling	68-58	NULL
f49ee981a008	TP5P0577	Vitore	29-20	-
34827120907d	AP7P2099	Vivian_Fuchs	05-63	NULL
92f0b832a533	UP7Y4634	Vladimir	12-19	NULL
fa30a0b54c6c	TP7P2425	Voco_Radio	20-34	NULL
3ed4966de32e	AP5P0404	Vodnik	67-62	-
257a4e348fb4	TP5P0763	Volcanology	59-16	-
93c6fcb0fe68	UP5Y0216	Volkswagen_Beetle	50-37	-
5af6b273553f	UP7P2404	Volleyball	10-21	NULL
43ae19fb99c5	UP5Y0218	Volvo_S40	50-31	-
5c68d7615961	TP7Y4731	Vomer	18-60	NULL
305468aaeb46	AP8P3028	Vostok	34-64	NULL
b77b6b1843eb	AP8P3024	Voyager	33-62	NULL
e0ffeb88bb85	UP8P3548	Voyageurs	08-25	NULL
87ae51c73d91	TP7Y4647	Vsevolod	12-58	NULL
53509230834a	TP7P2773	Wagaung	11-10	NULL
29649cf0f7fb	TP9P3729	Waldorf	07-28	NULL
1e9f5403b533	TP7P2493	Walking	36-22	NULL
359e998f5f4f	TP4P0311	Wallaby	74-36	-
0259061fd862	UP7P2288	Walla_Walla_Nation	52-23	NULL
3d3b2e4ddbec	TP6H7607	Wallenbergare	68-06	NULL
d2eb99861dd2	UP6P1818	Wallis	55-13	NULL
5fc989fb3797	UL9P6636	Wall_Gopher	81-31	NULL
031811262140	TP4P0313	Walrusish	47-60	-
895c42df4492	TP5Y0113	Wannsee	46-22	-
19448961e842	UP7P2300	Wappo_Nation	17-43	NULL
2205398c3090	UP6P1552	Warcraft	63-37	an addicting massively multiplayer online RPG
3e75e434c9e0	TP5P0541	Warm_Braw	-	-
eaaa61c452a8	TP7P2423	Warner_Radio	06-10	NULL
6432e28f770f	TP5Y0087	Warschauer	38-08	-
793da237847e	TP4Y0011	Warsteiner	04-60	-
e2e44c2f3563	TP5Y0159	Wartenberg	40-14	-
a095b31f89cf	TP4P0315	Warthog	50-38	-
480bed918b46	TP8P3237	Washboard	13-26	NULL
939e4b6bc9a9	SCUBE036	Xiushan	2023-36	NULL
6752a9ff047d	UP5P0952	Washington	46-53	-
3cd258df0827	AP5P0458	Washington_DC	57-61	-
bcef5e4c5c4e	UP7P2292	Washoe_Nation	41-55	NULL
527b135fecf5	TP8P3525	Waterford	02-52	NULL
d8010bc749c2	TP4P0085	Watermelon	40-56	-
320455e571e3	TP5P0513	Waterspout	29-44	-
1fa40d7dcaec	TP8P3481	Water_Bottle	24-40	NULL
4656afe3aaa9	AP6P1137	Water_Stop	54-64	a stop
5b2cc2c12263	TP6P1269	Waxflower	65-36	A Flower
db08b4cb3e25	TP4P0317	Weasel	74-08	-
84afbaee169e	UP8P3142	Weddell_Seal	41-47	NULL
a263992c5e85	TP7P2359	Wee_Willie	06-60	NULL
ee15c949ff1a	UP7P2432	Weisenau	28-49	NULL
cfb24ed5b739	TP4Y0039	Weldebreu	66-40	-
d5d06279601f	TP7P2315	Wendat_Tribe	62-04	NULL
8b5441c8c843	TP8Y5127	Wenschsee	15-12	NULL
46bc9930c0a0	UP7P2122	Wensleydale	64-13	NULL
15974470801d	UP7Y4910	Weos	34-07	NULL
af970cedbb53	TP8Y5133	Werbellinsee	51-02	NULL
499ccc773077	TP5P0627	Werewolf	66-06	-
46f402ad2d21	TP5Y0151	Westkreuz	72-48	-
caefbb444060	TP5P0975	West_Nile_Virusish	46-48	-
ea9bb1dfa7c8	UP5P0870	West_Virginia	-	-
96d473d46c86	TP9P3903	Wet_Air	79-22	NULL
a966a879a5d2	TP4P0319	Whale	66-18	-
2923835433ce	UL9P6606	Whalers_on_the_Moon	81-55	NULL
f5150d9bf886	UP8P3256	Whip	16-35	NULL
3ebb6d4524a6	SCUBE037	Yakushima	2023-37	NULL
dfdb80cfeed8	TP8P3243	Whispering_Springs	27-02	NULL
8bf5630b3c4d	TP6P1385	Whist	65-46	A card Game
3f7255207788	TP8P3609	Whistler_Blackcomb	80-14	NULL
68a77dd5f9f1	TP8P3315	Whistling_Straits	19-16	NULL
4c55b17e351a	TP6P1633	White	53-42	a color
bf0c90a45083	TP8P3559	Whiteface	14-50	NULL
db743e8add46	TP6P1223	White_Dogwood	54-06	Hole 11 Par 4   505 yards
fda0dde5cc95	TP7P2203	White_Rabbit	44-34	NULL
ae7f8ac920bc	TP6P1499	White_River	67-56	Alaska and SW Yukon; rises in Alaska in St. Elias Mts. at foot of Mt. SulzerRiver
7260d301180b	UP5P0510	White_Squall	40-41	-
39f663d7f943	UP5P0700	Whooping_Coughish	56-05	-
d51568afe402	TP5P0653	Wiccaphobia	67-26	-
a15bc654434b	TP7P2333	Wichita_Nation	52-14	NULL
85d69873ad04	UP4Y0014	Wickueler	21-13	-
0bfb4e931f8a	UP6P1668	Wild_Bunch	62-33	Violent Western movie
7e5657413e5d	UP7P2350	Wild_Thing	62-19	NULL
12b3006f29ca	AP7P2092	William_Bruce	03-63	NULL
8e51f7605a0f	AP7P2079	William_Parry	26-61	NULL
9edc6493b06f	TP5P0529	Williwaw	65-34	-
73aa84286532	TP8P3485	Willys_Field	24-08	NULL
53bcba09c8eb	TP5P0519	Willy_Willy	38-22	-
435e1a69a20b	TP7P2387	Will_the_Thrill	17-52	NULL
94b8c431cd42	TP5Y0149	Wilmersdorfer	49-28	Berlin S-Bahn Stations
3c4a39464a66	TP8Y4981	Wiluite	35-04	NULL
92dc1ed61ca4	TP6P1263	Windflower	65-44	A Flower
676f9982c699	UL9P6640	Windy_Shrimp	81-35	NULL
ce7c08805d9d	TL8P6563	Wind_Cave	36-52	NULL
34cdefd6e10f	UP8P3224	Wind_Machine	13-53	NULL
6937e9af6592	SCUBE058	The_Quintons	2023-58	NULL
29944e50d8f3	TP8P3455	Wind_Pants	08-10	NULL
80b0adb4915b	AP5P0400	Wind_Shear	-	-
17cb8e928775	UP8P3332	Winged_Foot	37-25	NULL
da2f9db1f2d6	TP7P2309	Winnebago_Nation	52-40	NULL
b5c962456627	UP7P2168	Winnie_The_Pooh	62-09	NULL
194a40b01938	UP7Y4948	Wire	33-41	NULL
7236c55ed15f	TP8P3157	Wire_Brush	13-54	NULL
27fb549b59ac	UP5P0938	Wisconsin	64-57	-
60bc9321cd2a	DFLREF02	WisDOM	2022-02	NULL
94034ed50ac9	TP6P1351	Witch_Head	73-06	Named after its shape, the nature of the dust particles, reflecting blue light better than red.
e53c98680186	UP4Y0026	Wittinger	21-17	-
c1473a229a9e	TP4P0321	Wolf	45-48	-
06c51d876017	TP6P1539	Wolfenstein	70-54	one of the earliest first person shooter games for the PC
83b10e4db480	TP4P0323	Wolverine	74-12	-
525d954116a7	TP4P0325	Wombat	21-22	-
46321ddfb2cc	UP7P2522	Wombe	34-25	NULL
ab5778412adb	UP6P1816	Wonderpus	61-39	NULL
fa03d0b3d21c	UP7P2548	Wonder_Woman	03-05	NULL
462d9d83807a	UP9P3892	Woodland_Muskox	32-21	NULL
1f67f4055fd6	UP8Y5106	Woodruff	43-59	NULL
e2cfec18b536	UP8P3226	Wood_Block	13-29	NULL
2e86e5a1e3fd	SCUBE057	Gonave	2023-57	NULL
17fad54ec829	TP8P3131	Wood_Chisel	41-02	NULL
c5a4400f14b6	UP9P3812	Woolly_Rhinoceros	80-07	NULL
8fbefe3aaf96	UP8Y5208	Wopacksee	35-11	NULL
c2160e922002	UP6P1570	Worms	-	a turn based PC games where worms use advanced weaponry to wage war on each other
3b0bbb9a16aa	TL9P6651	Worms_of_Colon	79-42	NULL
c4842482e491	UL9P6622	Wormulonian	81-13	NULL
3eee553b9b6d	UP6P1266	Wormwood	-	A Flower
e4694a2dac2d	UP7P2440	Worscht	03-07	NULL
efac97a42ff4	TP7P2567	Worschtsupp	31-38	NULL
56d081c7ed1b	TP8P3551	Wrangell_St_Elias	08-16	NULL
000b929e8540	TP6P1669	Wren22	76-54	Character from Joseph Hellers catch-22
399bba4bb3f0	UP7P2196	Wrist	44-05	NULL
236be57e9c5a	TP5Y0165	Wuhletal	67-34	-
c85c486330bb	UP8Y5014	Wulfenite	15-07	NULL
28fa66be2e74	TP8Y5135	Wupatzsee	23-26	NULL
34265cda8f8b	TP7P2427	Wurlitzer_Radio	06-26	NULL
4d5e6c4d16a6	UP6P1406	Wyatt_Earp	65-53	A card Game
3523b499a03c	UP5P0898	Wyoming	71-51	-
4879824da9fa	TP5P0555	Wyvern	46-04	-
0ab344ec7fe5	TP8P3385	X1	51-61	NULL
2cbf32378b93	TP8P3329	Xalda	09-56	NULL
46ac6c5d0d98	AP5P0411	Xanas	50-62	-
